texto,categoria,metadados_json
Diagnóstico CID-10 código A408: Outras septicemias estreptocócicas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A408""}"
Diagnóstico CID-10 código A409: Septicemia estreptocócica não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A409""}"
Diagnóstico CID-10 código A410: Septicemia por Staphylococcus aureus.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A410""}"
Diagnóstico CID-10 código A411: Septicemia por outros estafilococos especificados.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A411""}"
Diagnóstico CID-10 código A412: Septicemia por estafilococos não especificados.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A412""}"
Diagnóstico CID-10 código A414: Septicemia por anaeróbios.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A414""}"
Diagnóstico CID-10 código A415: Septicemia por outros microorganismos gram-negativos.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A415""}"
Diagnóstico CID-10 código A418: Outras septicemias especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A418""}"
Diagnóstico CID-10 código A419: Septicemia não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A419""}"
Diagnóstico CID-10 código A46: Erisipela.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A46""}"
Diagnóstico CID-10 código A480: Gangrena gasosa.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A480""}"
Diagnóstico CID-10 código A488: Outras doenças bacterianas especificadas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A488""}"
Diagnóstico CID-10 código A490: Infecção estafilocócica de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A490""}"
Diagnóstico CID-10 código A491: Infecção estreptocócica de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A491""}"
Diagnóstico CID-10 código A498: Outras infecções bacterianas de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A498""}"
Diagnóstico CID-10 código A499: Infecção bacteriana não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A499""}"
Diagnóstico CID-10 código A500: Sífilis congênita precoce sintomática.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A500""}"
"Diagnóstico CID-10 código A501: Sífilis congênita precoce, forma latente.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A501""}"
Diagnóstico CID-10 código A502: Sífilis congênita precoce não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A502""}"
Diagnóstico CID-10 código A509: Sífilis congênita não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A509""}"
Diagnóstico CID-10 código A522: Neurossífilis assintomática.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A522""}"
Diagnóstico CID-10 código A630: Verrugas anogenitais (venéreas).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A630""}"
Diagnóstico CID-10 código A90: Dengue [dengue clássico].,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A90""}"
Diagnóstico CID-10 código A91: Febre hemorrágica devida ao vírus do dengue.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""A91""}"
Diagnóstico CID-10 código B012: Pneumopatia varicelosa.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B012""}"
Diagnóstico CID-10 código B07: Verrugas de origem viral.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B07""}"
Diagnóstico CID-10 código B081: Molusco contagioso.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B081""}"
Diagnóstico CID-10 código B088: Outras infecções virais especificadas caracterizadas por lesões de pele e das membranas mucosas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B088""}"
Diagnóstico CID-10 código B169: Hepatite aguda B sem agente Delta e sem coma hepático.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B169""}"
Diagnóstico CID-10 código B200: Doença pelo HIV resultando em infecções micobacterianas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B200""}"
Diagnóstico CID-10 código B201: Doença pelo HIV resultando em outras infecções bacterianas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B201""}"
Diagnóstico CID-10 código B202: Doença pelo HIV resultando em doença citomegálica.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B202""}"
Diagnóstico CID-10 código B207: Doença pelo HIV resultando em infecções múltiplas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B207""}"
Diagnóstico CID-10 código B209: Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B209""}"
Diagnóstico CID-10 código B210: Doença pelo HIV resultando em sarcoma de Kaposi.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B210""}"
Diagnóstico CID-10 código B219: Doença pelo HIV resultando em neoplasia maligna não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B219""}"
Diagnóstico CID-10 código B220: Doença pelo HIV resultando em encefalopatia.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B220""}"
Diagnóstico CID-10 código B24: Doença pelo vírus da imunodeficiência humana [HIV] não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B24""}"
Diagnóstico CID-10 código B258: Outras doenças por citomegalovírus.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B258""}"
Diagnóstico CID-10 código B259: Doença não especificada por citomegalovírus.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B259""}"
Diagnóstico CID-10 código B340: Infecção por adenovírus de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B340""}"
Diagnóstico CID-10 código B342: Infecção por coronavírus de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B342""}"
Diagnóstico CID-10 código B348: Outras infecções por vírus de localização não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B348""}"
Diagnóstico CID-10 código B349: Infecção viral não especificada.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B349""}"
Diagnóstico CID-10 código B551: Leishmaniose cutânea.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B551""}"
Diagnóstico CID-10 código B552: Leishmaniose cutâneo-mucosa.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B552""}"
Diagnóstico CID-10 código B59: Pneumocistose.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B59""}"
Diagnóstico CID-10 código B871: Miíase das feridas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B871""}"
Diagnóstico CID-10 código B91: Seqüelas de poliomielite.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B91""}"
Diagnóstico CID-10 código B92: Seqüelas de hanseníase [lepra].,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B92""}"
"Diagnóstico CID-10 código B955: Estreptococo não especificado, como causa de doenças classificadas em outros capítulos.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B955""}"
"Diagnóstico CID-10 código B956: Staphylococcus aureus, como causa de doenças classificadas em outros capítulos.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B956""}"
Diagnóstico CID-10 código B957: Outros estafilococos como causa de doenças classificadas em outros capítulos.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B957""}"
"Diagnóstico CID-10 código B958: Estafilococo não especificado, como causa de doenças classificadas em outros capítulos.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B958""}"
"Diagnóstico CID-10 código B99: Doenças infecciosas, outras e as não especificadas.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""B99""}"
Diagnóstico CID-10 código C001: Neoplasia maligna do lábio inferior externo.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C001""}"
Diagnóstico CID-10 código C008: Neoplasia maligna do lábio com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C008""}"
"Diagnóstico CID-10 código C009: Neoplasia maligna do lábio, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C009""}"
Diagnóstico CID-10 código C01: Neoplasia maligna da base da língua.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C01""}"
Diagnóstico CID-10 código C021: Neoplasia maligna da borda da língua.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C021""}"
Diagnóstico CID-10 código C028: Neoplasia maligna da língua com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C028""}"
"Diagnóstico CID-10 código C029: Neoplasia maligna da língua, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C029""}"
Diagnóstico CID-10 código C048: Neoplasia maligna do assoalho da boca com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C048""}"
"Diagnóstico CID-10 código C049: Neoplasia maligna do assoalho da boca, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C049""}"
"Diagnóstico CID-10 código C069: Neoplasia maligna da boca, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C069""}"
Diagnóstico CID-10 código C07: Neoplasia maligna da glândula parótida.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C07""}"
Diagnóstico CID-10 código C108: Neoplasia maligna da orofaringe com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C108""}"
"Diagnóstico CID-10 código C109: Neoplasia maligna da orofaringe, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C109""}"
"Diagnóstico CID-10 código C119: Neoplasia maligna da nasofaringe, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C119""}"
"Diagnóstico CID-10 código C139: Neoplasia maligna da hipofaringe, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C139""}"
Diagnóstico CID-10 código C150: Neoplasia maligna da porção cervical do esôfago (esôfago cervical).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C150""}"
Diagnóstico CID-10 código C158: Neoplasia maligna do esôfago com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C158""}"
"Diagnóstico CID-10 código C159: Neoplasia maligna do esôfago, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C159""}"
Diagnóstico CID-10 código C160: Neoplasia maligna da cárdia.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C160""}"
Diagnóstico CID-10 código C161: Neoplasia maligna do fundo do estômago.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C161""}"
Diagnóstico CID-10 código C162: Neoplasia maligna do corpo do estômago.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C162""}"
Diagnóstico CID-10 código C163: Neoplasia maligna do antro pilórico.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C163""}"
"Diagnóstico CID-10 código C165: Neoplasia maligna da pequena curvatura do estômago, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C165""}"
"Diagnóstico CID-10 código C166: Neoplasia maligna da grande curvatura do estômago, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C166""}"
Diagnóstico CID-10 código C168: Neoplasia maligna do estômago com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C168""}"
"Diagnóstico CID-10 código C169: Neoplasia maligna do estômago, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C169""}"
Diagnóstico CID-10 código C170: Neoplasia maligna do duodeno.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C170""}"
"Diagnóstico CID-10 código C179: Neoplasia maligna do intestino delgado, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C179""}"
Diagnóstico CID-10 código C180: Neoplasia maligna do ceco.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C180""}"
Diagnóstico CID-10 código C181: Neoplasia maligna do apêndice (vermiforme).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C181""}"
Diagnóstico CID-10 código C182: Neoplasia maligna do cólon ascendente.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C182""}"
Diagnóstico CID-10 código C183: Neoplasia maligna da flexura (ângulo) hepática(o).,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C183""}"
Diagnóstico CID-10 código C184: Neoplasia maligna do cólon transverso.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C184""}"
Diagnóstico CID-10 código C186: Neoplasia maligna do cólon descendente.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C186""}"
Diagnóstico CID-10 código C187: Neoplasia maligna do cólon sigmóide.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C187""}"
Diagnóstico CID-10 código C188: Neoplasia maligna do cólon com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C188""}"
"Diagnóstico CID-10 código C189: Neoplasia maligna do cólon, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C189""}"
Diagnóstico CID-10 código C19: Neoplasia maligna da junção retossigmóide.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C19""}"
Diagnóstico CID-10 código C20: Neoplasia maligna do reto.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C20""}"
"Diagnóstico CID-10 código C210: Neoplasia maligna do ânus, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C210""}"
Diagnóstico CID-10 código C211: Neoplasia maligna do canal anal.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C211""}"
"Diagnóstico CID-10 código C218: Neoplasia maligna do reto, ânus e do canal anal com lesão invasiva.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C218""}"
Diagnóstico CID-10 código C220: Carcinoma de células hepáticas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C220""}"
Diagnóstico CID-10 código C221: Carcinoma de vias biliares intra-hepáticas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C221""}"
Diagnóstico CID-10 código C222: Hepatoblastoma.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C222""}"
Diagnóstico CID-10 código C227: Outros carcinomas especificados do fígado.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C227""}"
"Diagnóstico CID-10 código C229: Neoplasia maligna do fígado, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C229""}"
Diagnóstico CID-10 código C23: Neoplasia maligna da vesícula biliar.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C23""}"
Diagnóstico CID-10 código C240: Neoplasia maligna das vias biliares extra-hepáticas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C240""}"
"Diagnóstico CID-10 código C249: Neoplasia maligna da via biliar, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C249""}"
Diagnóstico CID-10 código C250: Neoplasia maligna da cabeça do pâncreas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C250""}"
Diagnóstico CID-10 código C251: Neoplasia maligna do corpo do pâncreas.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C251""}"
Diagnóstico CID-10 código C258: Neoplasia maligna do pâncreas com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C258""}"
"Diagnóstico CID-10 código C259: Neoplasia maligna do pâncreas, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C259""}"
Diagnóstico CID-10 código C310: Neoplasia maligna do seio maxilar.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C310""}"
Diagnóstico CID-10 código C320: Neoplasia maligna da glote.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C320""}"
Diagnóstico CID-10 código C321: Neoplasia maligna da região supraglótica.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C321""}"
Diagnóstico CID-10 código C328: Neoplasia maligna da laringe com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C328""}"
"Diagnóstico CID-10 código C329: Neoplasia maligna da laringe, não especificada.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C329""}"
Diagnóstico CID-10 código C340: Neoplasia maligna do brônquio principal.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C340""}"
"Diagnóstico CID-10 código C341: Neoplasia maligna do lobo superior, brônquio ou pulmão.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C341""}"
"Diagnóstico CID-10 código C342: Neoplasia maligna do lobo médio, brônquio ou pulmão.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C342""}"
"Diagnóstico CID-10 código C343: Neoplasia maligna do lobo inferior, brônquio ou pulmão.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C343""}"
Diagnóstico CID-10 código C348: Neoplasia maligna dos brônquios e dos pulmões com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C348""}"
"Diagnóstico CID-10 código C349: Neoplasia maligna dos brônquios ou pulmões, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C349""}"
Diagnóstico CID-10 código C37: Neoplasia maligna do timo.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C37""}"
Diagnóstico CID-10 código C400: Neoplasia maligna da omoplata [escápula] e ossos longos dos membros superiores.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C400""}"
Diagnóstico CID-10 código C402: Neoplasia maligna dos ossos longos dos membros inferiores.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C402""}"
Diagnóstico CID-10 código C403: Neoplasia maligna dos ossos curtos dos membros inferiores.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C403""}"
Diagnóstico CID-10 código C409: Neoplasia maligna dos ossos e cartilagens articulares de membro não especificado.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C409""}"
Diagnóstico CID-10 código C412: Neoplasia maligna da coluna vertebral.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C412""}"
"Diagnóstico CID-10 código C414: Neoplasia maligna dos ossos da pelve, sacro e cóccix.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C414""}"
Diagnóstico CID-10 código C418: Neoplasia maligna dos ossos e das cartilagens articulares com lesão invasiva.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C418""}"
"Diagnóstico CID-10 código C419: Neoplasia maligna dos ossos e cartilagens articulares, não especificados.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C419""}"
"Diagnóstico CID-10 código C431: Melanoma maligno da pálpebra, incluindo as comissuras palpebrais.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C431""}"
Diagnóstico CID-10 código C433: Melanoma maligno de outras partes e partes não especificadas da face.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C433""}"
Diagnóstico CID-10 código C435: Melanoma maligno do tronco.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C435""}"
"Diagnóstico CID-10 código C437: Melanoma maligno do membro inferior, incluindo quadril.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C437""}"
Diagnóstico CID-10 código C438: Melanoma maligno invasivo da pele.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C438""}"
"Diagnóstico CID-10 código C439: Melanoma maligno de pele, não especificado.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C439""}"
Diagnóstico CID-10 código C440: Neoplasia maligna da pele do lábio.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C440""}"
"Diagnóstico CID-10 código C441: Neoplasia maligna da pele da pálpebra, incluindo o canto.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C441""}"
Diagnóstico CID-10 código C442: Neoplasia maligna da pele da orelha e do conduto auditivo externo.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C442""}"
Diagnóstico CID-10 código C443: Neoplasia maligna da pele de outras partes e de partes não especificadas da face.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C443""}"
Diagnóstico CID-10 código C444: Neoplasia maligna da pele do couro cabeludo e do pescoço.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C444""}"
Diagnóstico CID-10 código C445: Neoplasia maligna da pele do tronco.,entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C445""}"
"Diagnóstico CID-10 código C446: Neoplasia maligna da pele do membro superior, incluindo ombro.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C446""}"
"Diagnóstico CID-10 código C447: Neoplasia maligna da pele do membro inferior, incluindo quadril.",entidade_diagnostico,"{""categoria"": ""entidade_diagnostico"", ""codigo_cid"": ""C447""}"
